"DiskNumber","PartitionStyle","ProvisioningType","OperationalStatus","HealthStatus","BusType","UniqueIdFormat","OfflineReason","ObjectId","PassThroughClass","PassThroughIds","PassThroughNamespace","PassThroughServer","UniqueId","AdapterSerialNumber","AllocatedSize","BootFromDisk","FirmwareVersion","FriendlyName","Guid","IsBoot","IsClustered","IsHighlyAvailable","IsOffline","IsReadOnly","IsScaleOut","IsSystem","LargestFreeExtent","Location","LogicalSectorSize","Manufacturer","Model","Number","NumberOfPartitions","Path","PhysicalSectorSize","SerialNumber","Signature","Size","PSComputerName"
"0","GPT","Fixed","Online","Healthy","NVMe","SCSI Name String",,"{1}\\LAPTOP-SDISA8J9\root/Microsoft/Windows/Storage/Providers_v2\WSP_Disk.ObjectId=""{b3ba4f43-4149-11ef-8015-806e6f6e6963}:DI:\\?\scsi#disk&ven_nvme&prod_micron_mtfdkcd51#5&8512314&0&000000#{53f56307-b6bf-11d0-94f2-00a0c91efb8b}""",,,,,"eui.00A07501474AA186","2408474AA186        _0000","512109142016","True","1002V3LN","Micron MTFDKCD512QFM-1BD1AABLA","{08f684c4-40b0-4bab-80fc-f4cc4b880139}","True","False","False","False","False","False","True","1048576","Integrated : Bus 4 : Device 0 : Function 0 : Adapter 0","512",,"Micron MTFDKCD512QFM-1BD1AABLA","0","5","\\?\scsi#disk&ven_nvme&prod_micron_mtfdkcd51#5&8512314&0&000000#{53f56307-b6bf-11d0-94f2-00a0c91efb8b}","4096","00A0_7501_474A_A186.",,"512110190592",
